OBJECTID,SEGMENTID,ARCID,PD,PT,SN,ST,SD,GEONAMEID,PRIMARYNAME,ALIAS1,ALIAS2,ALIAS3,ALIAS4,ALIAS5,SURFACETYPE,ONEWAY,RTNAME,RTNUMBER,HWYSIGN,RPCCLASS,AOTCLASS,NUTS,NHS,FUNCL,TWN_LR,ETE_LR,CTCODE,UA,CTUA,CERTCODE,ARCMILES,AOTMILES,AOTMILES_CALC,UPDACT,LOCMETH,SRCORG,SCENICHWY,SCENICBYWAY,FORMER_RTNAME,PROVISIONALYEAR,ANCIENTROADYEAR,TRUCKROUTE,SPEEDLIMIT,ROADCLOSED,ISVISIBLE,CERTYEAR,GlobalID,FIPS8,RTNUMBER_N,RDNAME,RDFLNAME,ISVISIBLE_UC,FUNCL_OLD,Urban_Code,FAID,FED_AID,Facility_Type,PENT,TOWNGEOID,StartNodeID,EndNodeID,Ownership,created_user,created_date,last_edited_user,last_edited_date,UPDATENOTES
21970,48659,210,,,STORRS,AVE,,12112,STORRS AVE,,,,,,Paved,No,TH-96,96,TH-96,3,Town Highway Class 3,N,0,7,L0111003096,-,0111,1,0111-1,0111-0,0.12130813,0.12,0,-,1,26,0,0,,,0,0,,,1,2011,{FD880A77-297D-40E1-81A6-3AB7B7B8166C},50001055,96,12112,STORRS AVE,0,19,99998,500010550210,-,2,N,5000144350,35380,37969,3,,,,,-
22014,3785,59,,,SEYMOUR,ST,,12183,SEYMOUR ST,,,,,,Paved,No,TH-5,5,TH-5,2,Town Highway Class 2,N,0,5,S59260111,S5926,0111,1,0111-1,0111-0,0.27058174,0.23,0,-,1,26,0,0,,,0,0,,,1,,{E98AF727-AFAA-4C4E-BB0A-DD656AFC087A},50001055,5,12183,SEYMOUR ST,1,17,99998,500010550059,5926,2,N,5000144350,30954,39629,3,,,HMSADMIN,2018-04-27T17:56:59.000Z,-
22070,24982,696,S,,MAIN,ST,,12179,S MAIN ST,,,,,,Paved,No,TH-2,2,VT-30,1,Town Highway Class 1,N,0,4,V030-0111,V030,0111,1,0111-1,0111-0,0.00517961,0.005,0,-,1,26,0,200,,,0,0,,,1,,{F9E9A118-3A30-4AE4-B72A-641EA3721DE5},50001055,2,12179,S MAIN ST,1,16,99998,500010550696,5900,2,N,5000144350,4430,30266,3,,,HMSADMIN,2019-02-07T22:36:21.000Z,-
22111,41195,117,,,GORHAM,LN,,12103,GORHAM LN,,,,,,Paved,No,TH-64,64,TH-64,3,Town Highway Class 3,N,0,7,L0111003064,-,0111,1,0111-1,0111-0,0.24604704,0.26,0,-,1,26,0,0,,,0,0,,,1,,{C8250E0E-3EDC-4B16-8727-04D0934FFD77},50001055,64,12103,GORHAM LN,0,19,99998,500010550117,-,2,N,5000144350,3221,3094,3,,,,,-
22360,3701,613, , ,TWIN,CIRS, ,12300,TWIN CIRS,,,,,,Unknown,No,-,-,-,8,Private Road - No Show,N,0,0,-,-,0111,1,0111-1,0111-0,0.08470573,0,0,-,8,26,0,0,,0,0,0,,,1,0,{585FFF12-2EDD-4CD7-B444-81A2F8E6563D},50001055,0,12300,TWIN CIRS,0,0,99998,500010550613,-,,N,5000144350,4513,4513,26,,,HMSADMIN,2017-06-23T14:17:07.000Z,-
22686,26517,200, , ,WATER,ST, ,12148,WATER ST,,,,,,Paved,No,TH-49,49,TH-49,3,Town Highway Class 3,N,0,7,L0111003049,-,0111,1,0111-1,0111-0,0.05043084,0.05,0,-,1,26,0,0,,,0,0,,,1,2011,{5BD5C4A0-CD5C-459F-A9B8-F7DF314D3E4C},50001055,49,12148,WATER ST,0,19,99998,500010550200,-,2,N,5000144350,37970,37971,3,,,,,-
22877,26441,67,,,CHIPMAN,HTS,,12178,CHIPMAN HTS,,,,,,Paved,No,TH-78,78,TH-78,3,Town Highway Class 3,N,0,7,L0111003078,-,0111,1,0111-1,0111-0,0.05742721,0.05,0,-,1,26,0,0,,,0,0,,,1,,{4A416F56-3260-4FC2-927B-EE597982A3D0},50001055,78,12178,CHIPMAN HTS,0,19,99998,500010550067,-,2,N,5000144350,30827,30828,3,,,,,-
22948,26326,97,,,WEYBRIDGE,ST,,12094,WEYBRIDGE ST,,,,,,Paved,No,TH-4,4,TH-4,2,Town Highway Class 2,N,0,4,S59400111,S5940,0111,1,0111-1,0111-0,0.12318402,0.12,0,-,1,26,0,0,,,0,0,,,1,,{74B3AE4F-3DF3-47E7-81F3-D26BBC7A615B},50001055,4,12094,WEYBRIDGE ST,1,16,99998,500010550097,5940,2,N,5000144350,45193,8269,3,,,,,-
23104,15117,226,,,COURT,ST,,12154,COURT ST,,,,,,Paved,No,TH-1,1,US-7,1,Town Highway Class 1,N,7,3,U007-0111,U007,0111,1,0111-1,0111-0,0.1823,0.189,0,-,1,26,0,200,,,0,300,,,1,,{2F9596BB-6A69-41E2-8788-B397FD8A2B02},50001055,1,12154,COURT ST,1,14,99998,500010550226,019-3,2,N,5000144350,30818,30697,3,,,HMSADMIN,2019-10-30T13:45:49.000Z,-
23116,15164,762,,,COLLEGE,ST,,12124,COLLEGE ST,,,,,,Paved,No,TH-3,3,VT-125,1,Town Highway Class 1,N,0,4,V125-0111,V125,0111,1,0111-1,0111-0,0.05212,0.05,0,-,1,26,0,200,,,0,0,,,1,,{D355D0F8-55D6-4AB4-A0D4-43A84738F536},50001055,3,12124,COLLEGE ST,1,16,99998,500010550762,5900,2,N,5000144350,9049,37696,3,,,HMSADMIN,2019-12-11T16:22:01.000Z,-
23214,41317,573,,,PETERSON,TER,,12170,PETERSON TER,,,,,,Paved,No,TH-109,109,TH-109,3,Town Highway Class 3,N,0,7,L0111003109,-,0111,1,0111-1,0111-0,0.08699857,0.092,0,-,1,26,0,0,,,0,0,,,1,,{101116B2-C1BA-4360-A884-625FC42BD8E7},50001055,109,12170,PETERSON TER,0,19,99998,500010550573,-,2,N,5000144350,3383,5876,3,,,,,-
23447,52332,118, , ,QUARRY,RD, ,12213,QUARRY RD,,,,,,Paved,No,TH-7,7,TH-7,2,Town Highway Class 2,N,0,7,L0111002007,-,0111,0,0111-0,0111-0,0.01606983,0.02,0,-,1,26,0,0,,,0,0,,,1,,{CE1E6B2E-9152-492C-8C43-B3852DBA449A},50001055,7,12213,QUARRY RD,1,19,99999,500010550118,-,2,N,5000144350,30897,30898,3,,,,,-
23493,44967,480, , ,WOODLAND,PARK, ,12144,WOODLAND PARK,,,,,,Paved,No,TH-90,90,TH-90,3,Town Highway Class 3,N,0,7,L0111003090,-,0111,1,0111-1,0111-0,0.06819043,0.068,0,-,8,26,0,0,,,0,0,,,1,,{E71EF710-11F8-48B0-AC20-11D7BE7A276E},50001055,90,12144,WOODLAND PARK,0,19,99998,500010550480,-,2,N,5000144350,30692,3542,3,,,,,-
23595,48624,576, , ,BUTTOLPH,DR, ,12303,BUTTOLPH DR,,,,,,Paved,No,TH-97,97,TH-97,3,Town Highway Class 3,N,0,7,L0111003097,-,0111,1,0111-1,0111-0,0.03848335,0.05,0,-,8,26,0,0,,,0,0,,,1,,{EC0459D1-9ABE-4575-BB88-C99A5ED8323F},50001055,97,12303,BUTTOLPH DR,0,19,99998,500010550576,-,2,N,5000144350,30783,30784,3,,,HMSADMIN,2019-12-09T18:40:04.000Z,-
23731,33720,66, ,,JAMES,RD,,23239,JAMES RD,,,,,,Paved,No,TH-2,2,TH-2,2,Town Highway Class 2,N,0,7,L0122002002,-,0122,0,0122-0,0122-0,0.50482,0.5,0,-,1,26,0,0,,,0,0,,,1,,{CC3921C8-7BF5-47A4-837A-7696CB18A5DA},50001110,2,23239,JAMES RD,1,9,99999,500011100066,-,2,N,5000183275,46582,7622,3,,,,,-
23748,48580,874,,,PORTER FIELD,RD,,12118,PORTER FIELD RD,,,,,,Unknown,No,-,-,-,9,Private Road - No Show,N,0,0,-,-,0111,1,0111-0,0111-0,0.04888153,0,0,-,1,26,0,0,,0,0,0,,,1,0,{40B08B3F-D081-45DE-870D-46FADB769668},50001055,0,12118,PORTER FIELD RD,0,0,99998,500010550874,-,,N,5000144350,16996,60387,26,,,HMSADMIN,2018-04-27T17:48:50.000Z,-
24011,70,142, , ,COURT,SQ, ,12158,COURT SQ,,,,,,Paved,Yes - Direction of arc,TH-1,1,US-7,11,Town Highway Class 1 - North Bound,N,7,3,U007-0111,U007,0111,1,0111-1,0111-0,0.04529,0.048,0,-,1,26,0,200,,,0,300,,,1,,{A8E37ED1-6A8F-4D90-8D9F-88CA3888A68F},50001055,1,12158,COURT SQ,1,14,99998,500010550142,019-3,2,N,5000144350,30790,53981,3,,,HMSADMIN,2019-10-30T13:45:49.000Z,-
24027,18838,76, , ,WEYBRIDGE,ST, ,12094,WEYBRIDGE ST,,,,,,Paved,No,TH-4,4,TH-4,2,Town Highway Class 2,N,0,4,S59400111,S5940,0111,1,0111-1,0111-0,0.02955238,0.04,0,-,1,26,0,0,,,0,0,,,1,,{0DEF5008-8D8A-444E-AB29-A4C026FF12FE},50001055,4,12094,WEYBRIDGE ST,1,16,99998,500010550076,5940,2,N,5000144350,8269,39501,3,,,HMSADMIN,2017-04-04T19:20:54.000Z,-
24032,41197,168, , ,QUARRY,RD, ,12213,QUARRY RD,,,,,,Paved,No,TH-7,7,TH-7,2,Town Highway Class 2,N,0,7,L0111002007,-,0111,0,0111-0,0111-0,0.50341126,0.5,0,-,1,26,0,0,,,0,0,,,1,,{84E39584-3014-407A-8534-6453ACB634AF},50001055,7,12213,QUARRY RD,1,19,99999,500010550168,-,2,N,5000144350,8491,30897,3,,,HMSADMIN,2018-04-17T18:50:04.000Z,-
24139,15247,220,,,ADIRONDACK,VW,,12116,ADIRONDACK VW,,,,,1,Unknown,No,-,-,-,97,Discontinued Now Private,N,0,0,-,-,0111,1,0111-1,0111-0,0.15505331,0,0,-,1,26,0,0,TH-59,,0,0,,,1,2017,{CDE9F60E-BDE9-4694-8836-E276C5020C9A},50001055,0,12116,ADIRONDACK VW,1,19,99998,500010550220,-,,N,5000144350,37696,46652,26,,,HMSADMIN,2017-03-09T15:39:08.000Z,-
24248,54,666, , ,HERITAGE,CIR, ,12301,HERITAGE CIR,,,,,,Paved,No,TH-125,125,TH-125,3,Town Highway Class 3,N,0,7,L0111003125,-,0111,1,0111-1,0111-0,0.04330757,0.03,0,-,8,26,0,0,,,0,0,,,1,,{D2E68D5E-25AA-47D1-B1CF-6A45B6AC8D02},50001055,125,12301,HERITAGE CIR,0,19,99998,500010550666,-,2,N,5000144350,30852,30852,3,,,HMSADMIN,2018-04-27T17:46:30.000Z,-
24431,7625,644,,,SUGARWOOD,CT,,12290,SUGARWOOD CT,,,,,,Unknown,No,-,-,-,8,Private Road - No Show,N,0,0,-,-,0111,0,0111-0,0111-0,0.04855916,0,0,-,8,26,0,0,,0,0,0,,,1,0,{CCE4D605-C931-48C8-8346-F8A226CC4F17},50001055,0,12290,SUGARWOOD CT,1,0,99998,500010550644,-,,N,5000144350,35371,35372,26,,,HMSADMIN,2018-04-27T17:44:21.000Z,-
24793,56002,191,,,MEADOW,WAY,,12143,MEADOW WAY,,,,,,Paved,No,TH-98,98,TH-98,3,Town Highway Class 3,N,0,7,L0111003098,-,0111,1,0111-1,0111-0,0.19367771,0.18,0,-,1,26,0,0,,,0,0,,,1,,{A2438434-58E6-4BF3-9155-F1B162DE3C1D},50001055,98,12143,MEADOW WAY,0,19,99998,500010550191,-,2,N,5000144350,16995,3543,3,,,,,-
24795,7467,202,,,VT ROUTE 125,,,5785,VT ROUTE 125,,,,,ROUTE 125,Paved,No,VT-125,125,VT-125,30,State Highway,N,0,5,V125-0104,V125,0104,0,0104-0,0104-0,0.0206028,0.02,0,-,1,26,0,0,,,0,0,40,,1,2013,{AB44F8D8-AE91-48AE-BC4C-83A9AE9A6A6C},50001020,125,5785,VT ROUTE 125,1,7,99999,500010200202,0172,2,N,5000116000,42506,42753,1,HMSADMIN,2016-12-01T12:56:52.000Z,HMSADMIN,2017-01-05T16:29:38.000Z,-
24861,56018,708,,,HMKL,WAY,,12312,HMKL WAY,,,,,,Unknown,No,-,-,-,9,Private Road - No Show,N,0,0,-,-,0111,1,0111-1,0111-0,0.16389577,0,0,-,1,26,0,0,,0,0,0,,,1,0,{040E3F3C-0635-4C3F-BA8F-D1849C06AEEF},50001055,0,12312,HMKL WAY,0,0,99998,500010550708,-,,N,5000144350,37696,37954,26,,,HMSADMIN,2016-12-01T13:32:11.000Z,-
25063,48671,817,,,MAIN,ST,,12126,MAIN ST,,,,,,Paved,No,TH-2,2,VT-30,1,Town Highway Class 1,N,0,4,V030-0111,V030,0111,1,0111-1,0111-0,0.0340935,0.034,0,-,5,26,0,200,,,0,0,,,1,2011,{0A0108D4-0307-4D65-A451-D3BC403EB422},50001055,2,12126,MAIN ST,1,16,99998,500010550817,5900,2,N,5000144350,39109,37689,3,,,HMSADMIN,2018-04-27T17:47:23.000Z,-
25497,30193,66, ,,TOWN HWY 79, , ,26795,TOWN HWY 79,,,,,,Paved,No,TH-79,79,TH-79,3,Town Highway Class 3,N,0,7,L0111003079,-,0111,1,0111-1,0111-0,0.03550304,0.04,0,-,1,26,0,0,,,0,0,,,1,,{3ED7D575-F26A-49E3-AA86-5ADDAB767C5F},50001055,79,26795,TOWN HWY 79,0,19,99998,500010550066,-,2,N,5000144350,30827,44628,3,,,,,-
25819,2354,389,,,WEYBRIDGE,ST,,12094,WEYBRIDGE ST,,,,,,Paved,No,TH-4,4,TH-4,2,Town Highway Class 2,N,0,4,S59400111,S5940,0111,1,0111-1,0111-0,0.1238828,0.12,0,-,1,26,0,0,,,0,0,,,1,,{79346684-6922-46FF-8A9D-418E8DF140E9},50001055,4,12094,WEYBRIDGE ST,1,16,99998,500010550389,5940,2,N,5000144350,4505,4506,3,,,,,-
25918,55975,582, , ,SEMINARY ST,EXT, ,12216,SEMINARY ST EXT,,,,,,Paved,No,TH-7,7,TH-7,2,Town Highway Class 2,N,0,5,S59240111,S5924,0111,1,0111-1,0111-0,0.02549777,0.03,0,-,1,26,0,0,,,0,0,,,1,,{0AAF5A20-8E0D-4A19-9E00-B7D2FA19EA19},50001055,7,12216,SEMINARY ST EXT,1,17,99998,500010550582,5924,2,N,5000144350,2869,3173,3,,,,,-
26034,48671,841,,,MAIN,ST,,12126,MAIN ST,,,,,,Paved,Yes - Direction of arc,TH-2,2,VT-30,12,Town Highway Class 1 - South Bound,N,0,4,V030-0111S,V030-S,0111,1,0111-1,0111-0,0.00737387,0.007,0,-,5,26,0,200,,,0,0,,,1,2011,{1FF2E3FC-C5AA-447E-B822-3AD62EA5B7ED},50001055,2,12126,MAIN ST,1,16,99998,500010550841,5900,6,N,5000144350,37690,37691,3,,,HMSADMIN,2018-04-27T17:47:43.000Z,-
26263,37625,75, , ,LEMON FAIR,RD, ,23245,LEMON FAIR RD,,,,,,Paved,No,TH-17,17,TH-17,3,Town Highway Class 3,N,0,7,L0122003017,-,0122,0,0122-0,0122-0,0.44261474,0.4,0,-,1,26,0,0,,,0,0,,,1,,{0001F550-3577-4637-83EE-38D3B2F44EC2},50001110,17,23245,LEMON FAIR RD,1,9,99999,500011100075,-,2,N,5000183275,46571,7165,3,,,RDSEditor,2017-07-12T22:29:04.000Z,-
26399,41151,958,,,QUARRY,RD,,12213,QUARRY RD,,,,,,Paved,No,TH-7,7,TH-7,2,Town Highway Class 2,N,0,7,L0111002007,-,0111,0,0111-0,0111-0,0.03776955,0.04,0,-,1,26,0,0,,,0,0,,,1,,{F8C4B5A6-D48E-4B63-A625-4435D9BA65D8},50001055,7,12213,QUARRY RD,1,19,99998,500010550958,-,2,N,5000144350,32738,30947,3,HMSADMIN,2018-04-17T18:48:24.000Z,HMSADMIN,2018-12-31T21:06:52.000Z,-
26448,33648,86, , ,QUARRY,RD, ,12213,QUARRY RD,,,,,,Paved,No,TH-7,7,TH-7,2,Town Highway Class 2,N,0,7,L0111002007,-,0111,0,0111-0,0111-0,0.02116441,0.021,0.60000002,-,1,26,0,0,,,0,0,,,1,,{C4955F60-E31A-427F-9C7F-865F0BD00671},50001055,7,12213,QUARRY RD,1,19,99999,500010550086,-,2,N,5000144350,52946,3171,3,,,HMSADMIN,2018-04-17T18:43:16.000Z,-
26531,44996,90,N,,PLEASANT,ST,,12181,N PLEASANT ST,,,,,,Paved,No,TH-1,1,US-7,1,Town Highway Class 1,N,7,3,U007-0111,U007,0111,1,0111-1,0111-0,0.34065,0.34,0,-,1,26,0,200,,,0,300,,,1,,{34E32634-B114-48A9-9A0C-A70372497DD5},50001055,1,12181,N PLEASANT ST,1,14,99998,500010550090,019-3,2,N,5000144350,3390,53979,3,,,HMSADMIN,2019-10-30T13:45:49.000Z,-
26661,89608,843, , ,CROSS,ST, ,12150,CROSS ST,,,,,,Paved,No,TH-5,5,VT-125,1,Town Highway Class 1,N,0,4,V125-0111,V125,0111,1,0111-1,0111-0,0.12795,0.128,0,-,5,26,0,0,,,0,0,,,1,2011,{EF926EE2-6BF7-4EA6-A19F-EEB781DDF46A},50001055,5,12150,CROSS ST,1,16,99998,500010550843,5900,2,N,5000144350,37885,37764,3,,,HMSADMIN,2019-12-11T16:22:01.000Z,-
26887,11338,123,,,SEMINARY ST,EXT,,12216,SEMINARY ST EXT,,,,,,Paved,No,TH-7,7,TH-7,2,Town Highway Class 2,N,0,5,S59240111,S5924,0111,1,0111-1,0111-0,0.1246558,0.12,0,-,1,26,0,0,,,0,0,,,1,,{07813ECF-104C-4DDC-9A11-EB115235E636},50001055,7,12216,SEMINARY ST EXT,1,17,99998,500010550123,5924,2,N,5000144350,3388,2869,3,,,HMSADMIN,2018-02-01T19:05:20.000Z,-
26992,41356,131, ,,COW,HL,,5795,COW HL,,,,,,Unknown,No,-,-,-,9,Private Road - No Show,N,0,0,-,-,0104,0,0104-0,0104-0,0.11881986,0,0,-,9,26,0,0,,0,0,0,,,1,0,{593668CB-3EE3-436E-97C5-09321F2ACD13},50001020,0,5795,COW HL,1,0,99999,500010200131,-,,N,5000116000,37928,13538,26,,,HMSADMIN,2016-12-01T13:10:37.000Z,-
27113,45020,160,,,SHORT SHANNON,ST,,12108,SHORT SHANNON ST,,,,,,Paved,No,TH-62,62,TH-62,3,Town Highway Class 3,N,0,7,L0111003062,-,0111,1,0111-1,0111-0,0.05651974,0.06,0,-,1,26,0,0,,,0,0,,,1,,{9A793253-3BBC-4980-BE56-85D6C6E35125},50001055,62,12108,SHORT SHANNON ST,0,19,99998,500010550160,-,2,N,5000144350,53980,53983,3,,,HMSADMIN,2018-04-18T17:24:19.000Z,-
27598,41171,5, ,,VT ROUTE 125, , ,5785,VT ROUTE 125,,,,,ROUTE 125,Paved,No,VT-125,125,VT-125,30,State Highway,N,0,5,V125-0104,V125,0104,0,0104-0,0104-0,0.24679789,0.248,0,-,1,26,0,0,,,0,0,40,,1,2013,{F1253EBF-B30F-4AC0-83C7-D8FD47F89507},50001020,125,5785,VT ROUTE 125,1,7,99999,500010200005,0172,2,N,5000116000,28195,42506,1,,,HMSADMIN,2017-01-05T16:29:37.000Z,-
27642,11353,244, , ,ROGERS,RD, ,12140,ROGERS RD,,,,,,Paved,No,TH-15,15,TH-15,3,Town Highway Class 3,N,0,7,L0111003015,-,0111,1,0111-1,0111-0,0.04810641,0.06,0,-,1,26,0,0,,,0,0,,,1,,{AA6329B3-AF73-4C36-B373-B6460374F5C2},50001055,15,12140,ROGERS RD,0,19,99998,500010550244,-,2,N,5000144350,46602,8438,3,,,,,-
28155,33823,465, , ,FAIRVIEW,CIR, ,12135,FAIRVIEW CIR,,,,,,Paved,No,TH-121,121,TH-121,3,Town Highway Class 3,N,0,7,L0111003121,-,0111,1,0111-1,0111-0,0.04757917,0.04,0,-,8,26,0,0,,,0,0,,,1,,{B5C16565-3BCD-49C3-9726-F0F022C0EB41},50001055,121,12135,FAIRVIEW CIR,0,19,99998,500010550465,-,2,N,5000144350,8635,8636,3,,,,,-
28199,41382,84, ,,PULP MILL BRIDGE,RD,,23232,PULP MILL BRIDGE RD,,,,,,Paved,No,TH-4,4,TH-4,2,Town Highway Class 2,N,0,7,L0122002004,-,0122,0,0122-0,0122-0,0.14596135,0.15,0,-,1,26,0,0,,,0,0,,,1,,{2ED09ADE-57B3-42C1-A523-29D36A08DEC7},50001110,4,23232,PULP MILL BRIDGE RD,1,9,99998,500011100084,-,2,N,5000183275,54001,31005,3,,,,,-
28214,59840,877, , ,GOLF COURSE,RD, ,12273,GOLF COURSE RD,,,,,,Unknown,No,-,-,-,8,Private Road - No Show,N,0,0,-,-,0111,0,0111-0,0111-0,0.15672393,0,0,-,9,24,0,0,,0,0,0,,,1,0,{6342FC83-D17D-4ED0-8026-1F378868CC7A},50001055,0,12273,GOLF COURSE RD,1,0,99998,500010550877,-,,N,5000144350,30267,30298,26,,,,,-
28275,70845,767,,,MIDDLE,RD,N,12223,MIDDLE RD N,,,,,,Paved,No,TH-20,20,TH-20,3,Town Highway Class 3,N,0,7,L0111003020,-,0111,0,0111-0,0111-0,0.12308538,0.123,0.21,-,1,26,0,0,,,0,0,,,1,,{4000133A-5E0B-498C-962F-EB413E19B733},50001055,20,12223,MIDDLE RD N,1,19,99998,500010550767,-,2,N,5000144350,34788,34789,3,,,,,-
28495,36031,697,,,WOODLAND,PARK,,12144,WOODLAND PARK,,,,,,Paved,No,TH-90,90,TH-90,3,Town Highway Class 3,N,0,7,L0111003090,-,0111,1,0111-1,0111-0,0.08315788,0.082,0,-,8,26,0,0,,,0,0,,,1,,{CC6C31F5-4DD3-4A51-9C93-F932B40EC7CC},50001055,90,12144,WOODLAND PARK,0,19,99998,500010550697,-,2,N,5000144350,3542,3543,3,,,,,-
28500,191,998,,,HIGH,ST,,12159,HIGH ST,,,,,,Paved,Yes - Direction of arc,TH-74,74,TH-74,3,Town Highway Class 3,N,0,5,S59100111,S5910,0111,1,0111-1,0111-0,0.03407067,0.04,0,-,1,26,0,0,,,0,0,,,1,,{4805963B-696F-481F-80B8-42DE9C8536CB},50001055,74,12159,HIGH ST,1,17,99998,500010550998,5910,2,N,5000144350,63750,53979,3,HMSADMIN,2018-04-17T19:28:06.000Z,HMSADMIN,2019-10-30T12:54:55.000Z,-
28788,39710,169,,,SEMINARY ST,EXT,,12216,SEMINARY ST EXT,,,,,,Paved,No,TH-7,7,TH-7,2,Town Highway Class 2,N,0,5,S59240111,S5924,0111,0,0111-0,0111-0,0.30776608,0.31,0,-,1,26,0,0,,,0,0,,,1,,{6FFD8D60-F1BD-4AA3-819B-E2D8D0502CBC},50001055,7,12216,SEMINARY ST EXT,1,17,99998,500010550169,5924,2,N,5000144350,32255,32738,3,,,HMSADMIN,2018-04-27T17:45:14.000Z,-
29007,37627,58, ,,PULP MILL BRIDGE,RD,,23232,PULP MILL BRIDGE RD,,,,,,Paved,No,TH-4,4,TH-4,2,Town Highway Class 2,N,0,7,L0122002004,-,0122,0,0122-0,0122-0,0.04144711,0.03,0,-,1,26,0,0,,,0,0,,,1,,{7F2BD007-3078-4FBE-91E7-0E8F60F265D8},50001110,4,23232,PULP MILL BRIDGE RD,1,9,99998,500011100058,-,2,N,5000183275,46530,54001,3,,,,,-
29068,37580,157,,,MAIN,ST,,12126,MAIN ST,,,,,,Paved,No,TH-2,2,VT-30,1,Town Highway Class 1,N,0,4,V030-0111,V030,0111,1,0111-1,0111-0,0.00683448,0.007,0,-,1,26,0,200,,,0,0,,,1,,{C6685EFA-30C4-406B-90E2-8A813985FF2A},50001055,2,12126,MAIN ST,1,16,99998,500010550157,5900,2,N,5000144350,39027,39109,3,,,,,-
29543,3909,91,,,ELM,ST,,12168,ELM ST,,,,,,Paved,No,TH-72,72,TH-72,3,Town Highway Class 3,N,0,5,S59060111,S5906,0111,1,0111-1,0111-0,0.12617474,0.13,0,-,1,26,0,0,,,0,0,,,1,,{EF3E2894-09A7-43B0-87BF-DF8F7847C20B},50001055,72,12168,ELM ST,1,17,99998,500010550091,5906,2,N,5000144350,3390,46630,3,,,HMSADMIN,2019-10-30T12:49:23.000Z,-
29602,36030,648,,,COURT,ST,,12154,COURT ST,,,,,,Paved,No,US-7,7,US-7,40,US Highway,N,7,3,U007-0111,U007,0111,0,0111-0,0111-0,0.28153,0.282,0,-,1,26,0,200,,,0,300,,,1,,{B2FD1FD4-F668-40BB-9F03-C5DE699AEA6C},50001055,7,12154,COURT ST,1,14,99998,500010550648,019-3,2,N,5000144350,35564,35565,1,,,HMSADMIN,2019-10-30T13:45:49.000Z,-
29607,58348,409,,,EAST,RD,,12174,EAST RD,,,,,,Paved,No,TH-119,119,TH-119,3,Town Highway Class 3,N,0,7,L0111003119,-,0111,1,0111-1,0111-0,0.03245337,0.03,0,-,1,26,0,0,,,0,0,,,1,,{72557B2C-B87B-47C9-9C58-BB341B93CC47},50001055,119,12174,EAST RD,0,19,99998,500010550409,-,2,N,5000144350,2870,4510,3,,,HMSADMIN,2018-04-27T17:45:11.000Z,-
29791,0,1004,S, ,VILLAGE,GRN, ,368860,,,,,,,Paved,Yes - Direction of arc,-,-,-,9,Private Road - No Show,N,0,0,-,-,0111,1,0111-1,0111-0,0.02413826,0,0,-,1,26,0,0,,0,0,0,,,1,0,{943A22FA-1479-4311-88AF-5A03AB5615D4},50001055,0,0,HANNAFORD CENTER SHOPPING CTR,0,0,99998,500010551004,-,,N,5000144350,63583,63992,26,,,HMSADMIN,2019-06-10T20:31:30.000Z,-
29933,41180,641, , ,SOUTH ST,EXT, ,12229,SOUTH ST EXT,,,,,,Paved,No,TH-6,6,TH-6,3,Town Highway Class 3,N,0,5,S59300111,S5930,0111,0,0111-0,0111-0,0.16424674,0.16,0,-,1,26,0,0,,,0,0,,,1,,{8CA8AE4F-1628-4965-8AE7-7DFA3628D4D9},50001055,6,12229,SOUTH ST EXT,1,17,99998,500010550641,5930,2,N,5000144350,35436,35437,3,,,HMSADMIN,2018-04-27T17:49:22.000Z,-
30287,52294,1000,,,SEYMOUR,ST,,12183,SEYMOUR ST,,,,,,Paved,No,TH-5,5,TH-5,2,Town Highway Class 2,N,0,5,S59260111,S5926,0111,1,0111-1,0111-0,0.03122909,0.03,0,-,1,26,0,0,,,0,0,,,1,,{69497A91-900B-4327-B87D-C622550FA2D6},50001055,5,12183,SEYMOUR ST,1,17,99998,500010551000,5926,2,N,5000144350,63642,30941,3,HMSADMIN,2018-04-18T12:05:13.000Z,HMSADMIN,2019-12-10T14:22:32.000Z,-
30410,,217, , ,WOODLAND,PARK, ,12144,WOODLAND PARK,,,,,,Paved,No,TH-90,90,TH-90,3,Town Highway Class 3,N,0,7,L0111003090,-,0111,1,0111-1,0111-0,0.02395074,0.03,0,-,1,26,0,0,,,0,0,,,1,,{653D0BBB-87B6-48E5-BEAC-8A5B31616ACF},50001055,90,12144,WOODLAND PARK,0,19,99998,500010550217,-,2,N,5000144350,30786,30900,3,,,HMSADMIN,2017-06-23T14:23:27.000Z,-
30500,44824,869,,,WEYBRIDGE,ST,,12094,WEYBRIDGE ST,,,,,,Paved,No,TH-4,4,TH-4,2,Town Highway Class 2,N,0,4,S59400111,S5940,0111,1,0111-1,0111-0,0.02200376,0.02,0,-,1,26,0,0,,,0,0,,,1,,{86D6A6EF-E1DF-4502-BDE0-A5C474FAC374},50001055,4,12094,WEYBRIDGE ST,1,16,99998,500010550869,5940,2,N,5000144350,46517,5878,3,,,,,-
30926,48733,88,,,SEYMOUR,ST,,12183,SEYMOUR ST,,,,,,Paved,No,TH-5,5,TH-5,2,Town Highway Class 2,N,0,5,S59260111,S5926,0111,1,0111-1,0111-0,0.03921213,0.04,0,-,1,26,0,0,,,0,0,,,1,,{B8EFB40E-B827-441B-88F0-DEA0B7B25ADA},50001055,5,12183,SEYMOUR ST,1,17,99998,500010550088,5926,2,N,5000144350,30952,46635,3,,,,,-
