OBJECTID,SEGMENTID,ARCID,PD,PT,SN,ST,SD,GEONAMEID,PRIMARYNAME,ALIAS1,ALIAS2,ALIAS3,ALIAS4,ALIAS5,SURFACETYPE,ONEWAY,RTNAME,RTNUMBER,HWYSIGN,RPCCLASS,AOTCLASS,NUTS,NHS,FUNCL,TWN_LR,ETE_LR,CTCODE,UA,CTUA,CERTCODE,ARCMILES,AOTMILES,AOTMILES_CALC,UPDACT,LOCMETH,SRCORG,SCENICHWY,SCENICBYWAY,FORMER_RTNAME,PROVISIONALYEAR,ANCIENTROADYEAR,TRUCKROUTE,SPEEDLIMIT,ROADCLOSED,ISVISIBLE,CERTYEAR,GlobalID,FIPS8,RTNUMBER_N,RDNAME,RDFLNAME,ISVISIBLE_UC,FUNCL_OLD,Urban_Code,FAID,FED_AID,Facility_Type,PENT,TOWNGEOID,StartNodeID,EndNodeID,Ownership,created_user,created_date,last_edited_user,last_edited_date,UPDATENOTES
31154,41178,129,,,VALLEY,VW,,12145,VALLEY VW,,,,,1,Paved,No,TH-83,83,TH-83,3,Town Highway Class 3,N,0,7,L0111003083,-,0111,1,0111-1,0111-0,0.07031085,0.07,0,-,1,26,0,0,,,0,0,,,1,,{6A39A9E4-4A54-4326-A59E-ABBD69B12C3C},50001055,83,12145,VALLEY VW,0,19,99998,500010550129,-,2,N,5000144350,3388,34707,3,,,,,-
31612,73875,776,S, ,VILLAGE,GRN, ,368860,S VILLAGE GRN,,,,,,Unknown,Yes - Direction of arc,-,-,-,9,Private Road - No Show,N,0,0,-,-,0111,1,0111-1,0111-0,0.00636315,0,0,-,1,26,0,0,,0,0,0,,,1,0,{961A6080-64F7-413B-844B-61973CEE5D85},50001055,0,368860,S VILLAGE GRN,0,0,99998,500010550776,-,,N,5000144350,34793,35435,26,,,,,-
31750,59841,56, , ,SHEEP FARM,RD, ,23235,SHEEP FARM RD,,,,,,Paved,No,TH-16,16,TH-16,3,Town Highway Class 3,N,0,7,L0122003016,-,0122,0,0122-0,0122-0,0.33170621,0.33,0,-,1,26,0,0,,,0,0,,,1,,{9449C7C6-77E9-4746-A1EC-42867B6E9B0A},50001110,16,23235,SHEEP FARM RD,1,9,99999,500011100056,-,2,N,5000183275,46532,46528,3,,,HMSADMIN,2017-04-04T19:31:09.000Z,-
31934,32354,757,S,,MAIN,ST,,12179,S MAIN ST,,,,,,Paved,No,TH-2,2,VT-30,1,Town Highway Class 1,N,0,4,V030-0111,V030,0111,1,0111-1,0111-0,0.15288255,0.153,0,-,1,26,0,200,,,0,0,,,1,2011,{89A8F03C-797C-43A7-B119-03377D98D284},50001055,2,12179,S MAIN ST,1,16,99998,500010550757,5900,2,N,5000144350,37873,35380,3,,,,,-
32039,89959,810,,,BAKERY,LN,,12100,BAKERY LN,,,,,,Paved,No,TH-51,51,TH-51,3,Town Highway Class 3,N,0,7,L0111003051,-,0111,1,0111-1,0111-0,0.07456999,0.08,0,-,5,26,0,0,,,0,0,,,1,2011,{C1DF9468-76C2-44C9-BF8C-2863251164CA},50001055,51,12100,BAKERY LN,0,19,99998,500010550810,-,2,N,5000144350,38583,37763,3,,,HMSADMIN,2018-04-27T17:46:55.000Z,-
32059,70856,781, , ,LACROSSE,DR, ,368850,LACROSSE DR,,,,,,Paved,Yes - Direction of arc,TH-132,132,TH-132,3,Town Highway Class 3,N,0,7,L0111003132,-,0111,0,0111-0,0111-0,0.01048502,0.01,0,-,1,26,0,0,,,0,0,,,1,2010,{0FABDAE5-AEF8-4C6F-B9BD-9FE5E332909D},50001055,132,368850,LACROSSE DR,1,19,99998,500010550781,-,1,N,5000144350,34791,35440,3,,,HMSADMIN,2018-01-29T19:32:50.000Z,-
32244,71099,681,,,STONEGATE,DR,,12275,STONEGATE DR,,,,,,Paved,No,TH-129,129,TH-129,3,Town Highway Class 3,N,0,7,L0111003129,-,0111,0,0111-0,0111-0,0.13712273,0.162,0,-,1,26,0,0,,,0,0,,,1,,{CEEE867C-1CB0-41CD-900C-B2ED0CCBA5B9},50001055,129,12275,STONEGATE DR,1,19,99998,500010550681,-,2,N,5000144350,3591,3591,3,,,HMSADMIN,2018-04-27T17:38:47.000Z,-
32358,58346,795, , ,CREEK,RD, ,12231,CREEK RD,,,,,,Paved,No,TH-19,19,TH-19,3,Town Highway Class 3,N,0,7,L0111003019,-,0111,0,0111-0,0111-0,0.02299984,0.02,0,-,1,26,0,0,,,0,0,,,1,,{D051AFAE-1C33-48B1-900D-74AD0B01C071},50001055,19,12231,CREEK RD,1,19,99998,500010550795,-,2,N,5000144350,34787,44926,3,,,HMSADMIN,2018-04-27T17:42:53.000Z,-
32372,55993,224, ,,GREEN MOUNTAIN,PL,,12120,GREEN MOUNTAIN PL,,,,,,Paved,No,TH-52,52,TH-52,3,Town Highway Class 3,N,0,7,L0111003052,-,0111,1,0111-1,0111-0,0.05672321,0.053,0,-,1,26,0,0,,,0,0,,,1,,{60123956-3A20-41FE-854A-9F0A9DEA1951},50001055,52,12120,GREEN MOUNTAIN PL,0,19,99998,500010550224,-,2,N,5000144350,3391,3391,3,,,HMSADMIN,2018-04-27T17:48:30.000Z,-
32722,36029,662, , ,OTTERSIDE,CT, ,12167,OTTERSIDE CT,,,,,,Paved,No,TH-123,123,TH-123,3,Town Highway Class 3,N,0,7,L0111003123,-,0111,1,0111-1,0111-0,0.06650334,0.06,0,-,1,26,0,0,,,0,0,,,1,,{9CE97BF7-5CA1-4D1A-8E0F-A55349D1CF7D},50001055,123,12167,OTTERSIDE CT,0,19,99998,500010550662,-,2,N,5000144350,10821,22618,3,,,HMSADMIN,2018-04-27T17:58:16.000Z,-
32852,73857,777,S,,VILLAGE,GRN,,368860,S VILLAGE GRN,,,,,,Unknown,Yes - Direction of arc,-,-,-,9,Private Road - No Show,N,0,0,-,-,0111,1,0111-1,0111-0,0.02207233,0,0,-,1,26,0,0,,0,0,0,,,1,0,{952CD57C-EB4E-4537-ABBC-C291F70A45F4},50001055,0,368860,S VILLAGE GRN,0,0,99998,500010550777,-,,N,5000144350,35427,35435,26,,,HMSADMIN,2019-03-12T17:20:44.000Z,-
32860,59956,110,N,,PLEASANT,ST,,12181,N PLEASANT ST,,,,,,Paved,No,TH-1,1,US-7,1,Town Highway Class 1,N,7,3,U007-0111,U007,0111,1,0111-1,0111-0,0.11643,0.118,0,-,1,26,0,200,,,0,300,,,1,,{2600081B-953B-4B6C-B5CE-9EDFC0657AAB},50001055,1,12181,N PLEASANT ST,1,14,99998,500010550110,019-3,2,N,5000144350,30789,3389,3,,,HMSADMIN,2019-10-30T13:45:49.000Z,-
32900,62157,454,,,COLLEGE,ST,,12124,COLLEGE ST,,,,,,Paved,No,TH-3,3,VT-125,1,Town Highway Class 1,N,0,4,V125-0111,V125,0111,1,0111-1,0111-0,0.13174,0.14,0,-,1,26,0,200,,,0,0,,,1,,{61099409-9DE1-4298-9FA5-7C5674AD0647},50001055,3,12124,COLLEGE ST,1,16,99998,500010550454,5900,2,N,5000144350,3163,4435,3,,,HMSADMIN,2019-12-11T16:22:01.000Z,-
33292,252525,850, , ,ACADEMY,ST, ,419870,ACADEMY ST,,,,,,Paved,Yes - Opposite direction of arc,TH-4,4,VT-125,13,Town Highway Class 1 - East Bound,N,0,4,V125-0111,V125,0111,1,0111-1,0111-0,0.01559,0.016,0,-,5,26,0,0,,,0,0,,,1,2011,{7FE41DB5-A56B-4C7B-9E43-CD859F0702EC},50001055,4,419870,ACADEMY ST,1,16,99998,500010550850,5900,2,N,5000144350,37873,37872,3,,,HMSADMIN,2019-12-11T16:22:01.000Z,-
33461,3902,730,,,FROG HOLLOW,ALY,,12317,FROG HOLLOW ALY,,,,,,Unknown,No,-,-,-,9,Private Road - No Show,N,0,0,-,-,0111,1,0111-1,0111-0,0.02380778,0,0,-,1,26,0,0,,0,0,0,,,1,0,{C21F4EB2-509F-4E49-A459-A55D12F5EEEF},50001055,0,12317,FROG HOLLOW ALY,0,0,99998,500010550730,-,,N,5000144350,37967,37968,26,,,,,-
33675,36030,1003,,,COURT,ST,,12154,COURT ST,,,,,,Paved,No,US-7,7,US-7,40,US Highway,N,7,3,U007-0111,U007,0111,1,0111-1,0111-0,0.07322,0.075,0,-,1,26,0,200,,,0,300,35,,1,,{E157E272-D17A-4F05-9487-DE6394FF1F06},50001055,7,12154,COURT ST,1,14,99998,500010551003,019-3,2,N,5000144350,30820,63583,1,,,HMSADMIN,2019-10-30T13:45:49.000Z,-
33952,192,149,,,MERCHANTS,ROW,,12128,MERCHANTS ROW,,,,,,Paved,No,TH-8,8,TH-8,2,Town Highway Class 2,N,0,5,S59140111,S5914,0111,1,0111-1,0111-0,0.06036045,0.07,0,-,1,26,0,0,,,0,0,,,1,,{36317C2C-B023-46CB-ACC4-44CE84C064D7},50001055,8,12128,MERCHANTS ROW,1,17,99998,500010550149,5914,2,N,5000144350,39026,30902,3,,,HMSADMIN,2018-04-18T12:28:51.000Z,-
34209,48580,873,,,PORTER FIELD,RD,,12118,PORTER FIELD RD,,,,,,Unknown,No,-,-,-,9,Private Road - No Show,N,0,0,-,-,0111,1,0111-1,0111-0,0.14706683,0,0,-,1,26,0,0,,0,0,0,,,1,0,{18CC7020-66EF-42C2-80B1-0183D76E440B},50001055,0,12118,PORTER FIELD RD,0,0,99998,500010550873,-,,N,5000144350,60387,36048,26,,,HMSADMIN,2018-04-27T17:48:48.000Z,-
34223,41216,390, , ,MAPLE,ST, ,12187,MAPLE ST,,,,,,Paved,No,TH-70,70,TH-70,3,Town Highway Class 3,N,0,5,S59120111,S5912,0111,1,0111-1,0111-0,0.04422742,0.05,0,-,1,26,0,0,,,0,0,,,1,,{AEFF7C84-E43C-4091-B72C-7B174EC8D54B},50001055,70,12187,MAPLE ST,1,17,99998,500010550390,5912,2,N,5000144350,30953,3544,3,,,,,-
35148,52337,60, ,,PULP MILL BRIDGE,RD,,23232,PULP MILL BRIDGE RD,,,,,,Paved,No,TH-4,4,TH-4,2,Town Highway Class 2,N,0,7,L0122002004,-,0122,0,0122-0,0122-0,0.0339553,0.04,0,-,1,26,0,0,,,0,0,,,1,,{833B51FD-E0A4-433A-954F-49828B5B64AF},50001110,4,23232,PULP MILL BRIDGE RD,1,9,99998,500011100060,-,2,N,5000183275,46529,46530,3,,,,,-
35174,70842,640, , ,CREEK,RD, ,12231,CREEK RD,,,,,,Paved,No,TH-19,19,TH-19,3,Town Highway Class 3,N,0,7,L0111003019,-,0111,0,0111-0,0111-0,0.43545503,0.45,2.52999997,-,1,26,0,0,,,0,0,,,1,,{F3F4C303-F89F-41A4-807B-8F74B9A85E53},50001055,19,12231,CREEK RD,1,19,99998,500010550640,-,2,N,5000144350,44926,44927,3,,,HMSADMIN,2018-04-27T17:42:58.000Z,-
35216,30088,140,,,WASHINGTON,ST,,12156,WASHINGTON ST,,,,,,Paved,No,TH-6,6,TH-6,2,Town Highway Class 2,N,0,5,S59340111,S5934,0111,1,0111-1,0111-0,0.127191,0.12,0,-,1,26,0,0,,,0,0,,,1,,{9EFF8517-82E1-48BC-8E56-ECA609C11E61},50001055,6,12156,WASHINGTON ST,1,17,99998,500010550140,5934,2,N,5000144350,30790,30783,3,,,HMSADMIN,2019-10-30T18:22:42.000Z,-
35384,70859,752, , ,LACROSSE,DR, ,368850,LACROSSE DR,,,,,,Paved,No,TH-132,132,TH-132,3,Town Highway Class 3,N,0,7,L0111003132,-,0111,0,0111-0,0111-0,0.06101126,0.05,0,-,6,26,0,0,,,0,0,,,1,2010,{B210D35F-86AC-4965-B2FE-7CD7B00B6228},50001055,132,368850,LACROSSE DR,1,19,99998,500010550752,-,2,N,5000144350,34790,44926,3,,,,,-
35394,89616,845,,,MAIN,ST,,12126,MAIN ST,,,,,,Paved,Yes - Direction of arc,TH-2,2,VT-30,11,Town Highway Class 1 - North Bound,N,0,4,V030-0111EA001,V030-EA001,0111,1,0111-1,0111-0,0.00713494,0.008,0,-,5,26,0,200,,,0,0,,,1,2011,{0C820736-90A7-4148-B081-D6F46B6601B6},50001055,2,12126,MAIN ST,1,16,99998,500010550845,5900,5,N,5000144350,37719,37686,3,,,HMSADMIN,2018-04-27T17:48:04.000Z,-
35646,11256,208,S, ,MUNGER,ST, ,12214,S MUNGER ST,,,,,,Gravel,No,TH-17,17,TH-17,3,Town Highway Class 3,N,0,7,L0111003017,-,0111,0,0111-0,0111-0,0.6554874,0.7,0,-,1,26,0,0,,,0,0,,,1,,{1675C6E3-BEF3-454C-BD97-976B70CB4F38},50001055,17,12214,S MUNGER ST,1,19,99999,500010550208,-,2,N,5000144350,52946,52947,3,,,HMSADMIN,2018-04-17T18:43:36.000Z,-
35716,87134,794,,,COURT,ST,,12154,COURT ST,,,,,,Paved,No,US-7,7,US-7,40,US Highway,N,7,3,U007-0111,U007,0111,1,0111-1,0111-0,0.00568,0.006,0,-,1,26,0,200,,,0,300,35,,1,,{8593675C-CE91-4DF6-8536-5A035E7ACF35},50001055,7,12154,COURT ST,1,14,99998,500010550794,019-3,2,N,5000144350,35427,35428,1,,,HMSADMIN,2019-10-30T13:45:49.000Z,-
35967,18925,95,,,STEWART,LN,,12164,STEWART LN,,,,,,Paved,No,TH-75,75,TH-75,3,Town Highway Class 3,N,0,7,L0111003075,-,0111,1,0111-1,0111-0,0.04893189,0.05,0,-,1,26,0,0,,,0,0,,,1,,{E9246227-B8AF-48B8-A9DB-11E7E11A513F},50001055,75,12164,STEWART LN,0,19,99998,500010550095,-,2,N,5000144350,3389,16993,3,,,HMSADMIN,2019-10-30T12:48:43.000Z,-
36236,173,213, ,,GREEN MOUNTAIN,PL,,12120,GREEN MOUNTAIN PL,,,,,,Paved,No,TH-52,52,TH-52,3,Town Highway Class 3,N,0,7,L0111003052,-,0111,1,0111-1,0111-0,0.06582046,0.07,0,-,1,26,0,0,,,0,0,,,1,,{4BBAF2C8-AD87-439B-93AC-241796A45E0D},50001055,52,12120,GREEN MOUNTAIN PL,0,19,99998,500010550213,-,2,N,5000144350,50500,11966,3,,,HMSADMIN,2018-04-27T17:48:23.000Z,-
36445,89610,844, , ,CROSS,ST, ,12150,CROSS ST,,,,,,Paved,Yes - Direction of arc,TH-5,5,VT-125,13,Town Highway Class 1 - East Bound,N,0,4,V125-0111,V125,0111,1,0111-1,0111-0,0.02793,0.028,0,-,5,26,0,0,,,0,0,,,1,2011,{6B9E8D59-E9F7-4D5D-B4B9-BE6ED002CF2F},50001055,5,12150,CROSS ST,1,16,99998,500010550844,5900,2,N,5000144350,37687,37763,3,,,HMSADMIN,2019-12-11T16:22:01.000Z,-
36600,48639,550, , ,OTTERSIDE,CT,N,12286,OTTERSIDE CT N,,,,,,Unknown,No,-,-,-,8,Private Road - No Show,N,0,0,-,-,0111,1,0111-1,0111-0,0.04532158,0,0,-,8,26,0,0,,0,0,0,,,1,0,{2CCA86C8-6986-4D2B-8484-A372B5835F14},50001055,0,12286,OTTERSIDE CT N,0,0,99998,500010550550,-,,N,5000144350,10821,10822,26,,,,,-
37051,15245,181,,,SHANNON,ST,,12106,SHANNON ST,,,,,,Paved,No,TH-61,61,TH-61,3,Town Highway Class 3,N,0,7,L0111003061,-,0111,1,0111-1,0111-0,0.12870244,0.14,0,-,1,26,0,0,,,0,0,,,1,,{47227571-6B1D-4E62-8729-2F5D54F15FEA},50001055,61,12106,SHANNON ST,0,19,99998,500010550181,-,2,N,5000144350,37693,53980,3,,,HMSADMIN,2018-04-18T17:24:12.000Z,-
37533,52346,56,N,,PLEASANT,ST,,12181,N PLEASANT ST,,,,,,Paved,No,TH-1,1,US-7,1,Town Highway Class 1,N,7,3,U007-0111,U007,0111,1,0111-1,0111-0,0.07194,0.073,0,-,1,26,0,200,,,0,300,,,1,,{927C9380-6D0C-499E-9986-F04229A31D10},50001055,1,12181,N PLEASANT ST,1,14,99998,500010550056,019-3,2,N,5000144350,53979,53984,3,,,HMSADMIN,2019-10-30T13:45:48.000Z,-
37606,173,218, ,,GREEN MOUNTAIN,PL,,12120,GREEN MOUNTAIN PL,,,,,,Paved,No,TH-52,52,TH-52,3,Town Highway Class 3,N,0,7,L0111003052,-,0111,1,0111-1,0111-0,0.03507281,0.037,0,-,1,26,0,0,,,0,0,,,1,,{9A4908B4-FA78-48C0-A1E8-B5A39C951C5D},50001055,52,12120,GREEN MOUNTAIN PL,0,19,99998,500010550218,-,2,N,5000144350,11966,3391,3,,,HMSADMIN,2018-04-27T17:48:25.000Z,-
37734,15157,250, , ,ROGERS,RD, ,12140,ROGERS RD,,,,,,Paved,No,TH-15,15,TH-15,3,Town Highway Class 3,N,0,7,L0111003015,-,0111,1,0111-1,0111-0,0.14289936,0.15,0,-,1,26,0,0,,,0,0,,,1,,{4A5614F1-129F-4453-9142-145295E92DFF},50001055,15,12140,ROGERS RD,0,19,99998,500010550250,-,2,N,5000144350,2818,46602,3,,,,,-
37787,45019,867, , ,EVERGREEN,LN, ,12295,EVERGREEN LN,,,,,,Unknown,No,-,-,-,8,Private Road - No Show,N,0,0,-,-,0111,1,0111-1,0111-0,0.11101931,0,0,-,9,24,0,0,,0,0,0,,,1,0,{7A7FFC85-42FD-4491-9B7C-D1222720428D},50001055,0,12295,EVERGREEN LN,0,0,99998,500010550867,-,,N,5000144350,4510,60385,26,,,,,-
38118,41177,658,,,VALLEY,VW,,12145,VALLEY VW,,,,,1,Unknown,No,-,-,-,8,Private Road - No Show,N,0,0,-,-,0111,1,0111-1,0111-0,0.092347,0,0,-,8,26,0,0,,0,0,0,,,1,0,{C34CC4C9-F0D8-453D-B7BC-CCF69ACB206F},50001055,0,12145,VALLEY VW,0,0,99998,500010550658,-,,N,5000144350,3593,3593,26,,,HMSADMIN,2017-06-23T14:48:22.000Z,-
38937,22595,692,,,NEDDE,RD,,12294,NEDDE RD,,,,,,Unknown,No,-,-,-,8,Private Road - No Show,N,0,0,-,-,0111,1,0111-1,0111-0,0.07234311,0,0,-,8,26,0,0,,0,0,0,,,1,0,{909B9FE6-C78B-42B9-AB1F-F291A180A743},50001055,0,12294,NEDDE RD,0,0,99998,500010550692,-,,N,5000144350,3174,13299,26,,,,,-
39014,189,562,,,MAPLE,ST,,12187,MAPLE ST,,,,,,Unknown,No,-,-,-,8,Private Road - No Show,N,0,0,-,-,0111,1,0111-1,0111-0,0.04018938,0,0,-,1,26,0,0,,0,0,0,,,1,0,{4CB243FF-35AF-4327-AFFC-7FA0158178F6},50001055,0,12187,MAPLE ST,0,0,99998,500010550562,-,,N,5000144350,3544,3090,26,,,,,-
39167,48580,248,,,PORTER FIELD,RD,,12118,PORTER FIELD RD,,,,,,Unknown,No,-,-,-,9,Private Road - No Show,N,0,0,-,-,0111,1,0111-1,0111-0,0.17568193,0,0,-,1,26,0,0,,0,0,0,,,1,0,{E6E00698-0647-42BC-AC7B-24633DBF077C},50001055,0,12118,PORTER FIELD RD,0,0,99998,500010550248,-,,N,5000144350,4429,16996,26,,,HMSADMIN,2018-04-27T17:48:45.000Z,-
39247,52427,73, , ,WASHINGTON ST,EXT, ,12198,WASHINGTON ST EXT,,,,,,Paved,No,TH-6,6,TH-6,2,Town Highway Class 2,N,0,5,S59360111,S5936,0111,1,0111-1,0111-0,0.07431299,0.08,0,-,1,26,0,0,,,0,0,,,1,,{6C04EF89-4BCF-42BB-B127-11A8F0FCCB53},50001055,6,12198,WASHINGTON ST EXT,1,17,99998,500010550073,5936,2,N,5000144350,31165,25024,3,,,HMSADMIN,2019-10-30T18:30:51.000Z,-
39345,6,60, , ,WASHINGTON ST,EXT, ,12198,WASHINGTON ST EXT,,,,,,Paved,No,TH-6,6,TH-6,2,Town Highway Class 2,N,0,5,S59360111,S5936,0111,1,0111-1,0111-0,0.12954307,0.13,0,-,1,26,0,0,,,0,0,,,1,,{1E2F2AD1-9C36-4FF2-B87B-557F902CF7EA},50001055,6,12198,WASHINGTON ST EXT,1,17,99998,500010550060,5936,2,N,5000144350,5876,32794,3,,,HMSADMIN,2018-04-27T17:44:11.000Z,-
39394,87129,787,S,,VILLAGE,GRN,,368860,S VILLAGE GRN,,,,,,Unknown,Yes - Direction of arc,-,-,-,9,Private Road - No Show,N,0,0,-,-,0111,1,0111-1,0111-0,0.08202779,0,0,-,1,26,0,0,,0,0,0,,,1,0,{AC087F1C-A7EC-446B-BEE5-277FF1938805},50001055,0,368860,S VILLAGE GRN,0,0,99998,500010550787,-,,N,5000144350,34792,34793,26,,,HMSADMIN,2018-04-27T17:42:18.000Z,-
39729,56057,138, , ,MURDOCK,CT, ,12101,MURDOCK CT,,,,,,Paved,No,TH-63,63,TH-63,3,Town Highway Class 3,N,0,7,L0111003063,-,0111,1,0111-1,0111-0,0.11208191,0.12,0,-,1,26,0,0,,,0,0,,,1,,{103DA001-2CB0-445F-BB04-874D4D9789DB},50001055,63,12101,MURDOCK CT,0,19,99998,500010550138,-,2,N,5000144350,4505,46579,3,,,,,-
39768,15174,659,,,VALLEY,VW,,12145,VALLEY VW,,,,,1,Unknown,No,-,-,-,8,Private Road - No Show,N,0,0,-,-,0111,1,0111-1,0111-0,0.05228854,0,0,-,8,26,0,0,,0,0,0,,,1,0,{8E28131F-D4A7-41C5-BFA4-F74E4EF99717},50001055,0,12145,VALLEY VW,0,0,99998,500010550659,-,,N,5000144350,3592,3593,26,,,,,-
39855,15269,688, , ,WEYBRIDGE,ST, ,12094,WEYBRIDGE ST,,,,,,Paved,No,TH-4,4,TH-4,2,Town Highway Class 2,N,0,4,S59400111,S5940,0111,1,0111-1,0111-0,0.04961858,0.05,0.23,-,1,26,0,0,,,0,0,,,1,,{9F4FB44F-8EB4-416C-8013-B75B65F14B05},50001055,4,12094,WEYBRIDGE ST,1,16,99998,500010550688,5940,2,N,5000144350,4506,2871,3,,,,,-
40002,89613,849,,,MAIN,ST,,12126,MAIN ST,,,,,,Paved,Yes - Direction of arc,TH-2,2,VT-30,11,Town Highway Class 1 - North Bound,N,0,4,V030-0111,V030,0111,1,0111-1,0111-0,0.00898982,0.009,0,-,5,26,0,200,,,0,0,,,1,2011,{D4DA2A82-71E5-41E6-AD7F-60C7E08CDB5F},50001055,2,12126,MAIN ST,1,16,99998,500010550849,5900,2,N,5000144350,37687,37718,3,,,HMSADMIN,2019-05-24T18:27:06.000Z,-
40339,48633,63,,,WASHINGTON ST,EXT,,12198,WASHINGTON ST EXT,,,,,,Paved,No,TH-6,6,TH-6,2,Town Highway Class 2,N,0,5,S59360111,S5936,0111,1,0111-1,0111-0,0.01635506,0.02,0,-,1,26,0,0,,,0,0,,,1,,{B6621752-4C09-445F-950D-4F00AC801BB6},50001055,6,12198,WASHINGTON ST EXT,1,17,99998,500010550063,5936,2,N,5000144350,46644,30831,3,,,,,-
40363,56064,574, , ,CEDAR,CT, ,12291,CEDAR CT,,,,,,Unknown,No,-,-,-,8,Private Road - No Show,N,0,0,-,-,0111,1,0111-1,0111-0,0.02958252,0,0,-,8,26,0,0,,0,0,0,,,1,0,{0E975826-C4A3-479B-8F05-88F63C6FCC51},50001055,0,12291,CEDAR CT,0,0,99998,500010550574,-,,N,5000144350,30784,3164,26,,,HMSADMIN,2019-12-12T23:54:23.000Z,-
40389,4,71, , ,SPRINGSIDE,RD, ,12175,SPRINGSIDE RD,,,,,,Paved,No,TH-77,77,TH-77,3,Town Highway Class 3,N,0,7,L0111003077,-,0111,1,0111-1,0111-0,0.04457407,0.05,0,-,1,26,0,0,,,0,0,,,1,,{9E997204-B017-4408-835D-984AF00D01EB},50001055,77,12175,SPRINGSIDE RD,0,19,99998,500010550071,-,2,N,5000144350,30825,44628,3,,,,,-
40788,45124,765,,,OVERBROOK,DR,,12299,OVERBROOK DR,,,,,,Unknown,No,-,-,-,8,Private Road - No Show,N,0,0,-,-,0111,1,0111-1,0111-0,0.06808168,0,0,-,8,26,0,0,,0,0,0,,,1,0,{C88EC93F-5FB7-4F3E-B789-23EB663C5683},50001055,0,12299,OVERBROOK DR,0,0,99998,500010550765,-,,N,5000144350,3175,5911,26,,,,,-
41503,7650,204,,,WOODLAND,PARK,,12144,WOODLAND PARK,,,,,,Paved,No,TH-90,90,TH-90,3,Town Highway Class 3,N,0,7,L0111003090,-,0111,1,0111-1,0111-0,0.06175191,0.06,0,-,1,26,0,0,,,0,0,,,1,,{DDE8210E-5CA9-444F-8AFD-E8C2EC190F38},50001055,90,12144,WOODLAND PARK,0,19,99998,500010550204,-,2,N,5000144350,3543,30785,3,,,,,-
41577,70846,780,S, ,VILLAGE,GRN, ,368860,S VILLAGE GRN,,,,,,Paved,Yes - Direction of arc,-,-,-,8,Private Road - No Show,N,0,0,-,-,0111,1,0111-1,0111-0,0.02227815,0,0,-,1,26,0,0,,0,0,0,,,1,0,{027B6627-44E2-4C59-954C-EBAB5027FCBE},50001055,0,368860,S VILLAGE GRN,0,0,99998,500010550780,-,,N,5000144350,34793,35428,26,HMSADMIN,2018-09-25T18:39:17.000Z,HMSADMIN,2019-03-12T17:20:35.000Z,-
41583,89610,837, , ,CROSS,ST, ,12150,CROSS ST,,,,,,Paved,Yes - Direction of arc,TH-5,5,VT-125,14,Town Highway Class 1 - West Bound,N,0,4,V125-0111W,V125-W,0111,1,0111-1,0111-0,0.03868649,0.038,0,-,5,26,0,0,,,0,0,,,1,2011,{2DA87292-0F32-40E1-89AC-3F2A2BC81E5F},50001055,5,12150,CROSS ST,1,16,99998,500010550837,5900,6,N,5000144350,37764,37718,3,,,HMSADMIN,2019-05-24T18:27:07.000Z,-
41631,39710,407,,,SEMINARY ST,EXT,,12216,SEMINARY ST EXT,,,,,,Paved,No,TH-7,7,TH-7,2,Town Highway Class 2,N,0,5,S59240111,S5924,0111,1,0111-1,0111-0,0.03999894,0.04,0.18999999,-,1,26,0,0,,,0,0,,,1,,{2EF561BE-B8DA-4E2F-858D-98E8B16FBA96},50001055,7,12216,SEMINARY ST EXT,1,17,99998,500010550407,5924,2,N,5000144350,3173,34708,3,,,HMSADMIN,2018-04-27T17:45:06.000Z,-
42169,56068,139, , ,OLD COLLEGE FARM,RD, ,12146,OLD COLLEGE FARM RD,,,,,,Unknown,No,-,P,-,9,Private Road - No Show,N,0,0,-,-,0111,1,0111-1,0111-0,0.14549081,0,0,-,1,26,0,0,,0,0,0,,,1,0,{AC95686E-C3F8-422E-B2AE-BE98CAE00044},50001055,0,12146,OLD COLLEGE FARM RD,0,0,99998,500010550139,-,,N,5000144350,3545,10823,26,,,,,-
42200,3710,865, , ,MACINTYRE,LN, ,12287,MACINTYRE LN,,,,,,Unknown,No,-,-,-,8,Private Road - No Show,N,0,0,-,-,0111,1,0111-1,0111-0,0.1118147,0,0,-,9,24,0,0,,0,0,0,,,1,0,{F532AC9D-C990-4326-BD29-F46784C923ED},50001055,0,12287,MACINTYRE LN,0,0,99998,500010550865,-,,N,5000144350,30942,60384,26,,,HMSADMIN,2018-12-31T21:06:42.000Z,-
43165,37550,580,,,LITTLE POND,RD,,12293,LITTLE POND RD,,,,,,Unknown,No,-,-,-,8,Private Road - No Show,N,0,0,-,-,0111,0,0111-0,0111-0,0.06944286,0,0,-,8,26,0,0,,0,0,0,,,1,0,{1784A828-B7D3-4540-A942-96006D00C187},50001055,0,12293,LITTLE POND RD,1,0,99998,500010550580,-,,N,5000144350,3174,11964,26,,,,,-
43236,14385,270,,,MIDDLE,RD,N,12223,MIDDLE RD N,,,,,,Paved,No,TH-20,20,TH-20,3,Town Highway Class 3,N,0,7,L0111003020,-,0111,1,0111-1,0111-0,0.07138267,0.07,0,-,1,26,0,0,,,0,0,,,1,,{9AD9D35E-0AB9-49D2-AB3A-FF24B889D9F5},50001055,20,12223,MIDDLE RD N,1,19,99998,500010550270,-,2,N,5000144350,30819,35369,3,,,HMSADMIN,2019-10-29T19:47:01.000Z,-
